Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
21,Female,Other,Undergraduate,Facebook,Networking,8.2,246,1.1,1.6,4.8,Very High,4.9
21,Male,Turkey,Undergraduate,Instagram,Entertainment,5.7,168,2.9,2.1,6.7,Very High,5.7
19,Male,Other,Undergraduate,Instagram,Entertainment,3.1,94,5.2,2.1,8.5,Low,7.6
19,Male,USA,Undergraduate,TikTok,Entertainment,6.5,228,1.5,1.5,5.8,Very High,5.0
20,Male,Other,Undergraduate,Facebook,Networking,7.2,222,2.6,-0.3,4.5,Very High,4.5
18,Female,Canada,High School,YouTube,Education,6.9,228,1.0,1.0,5.1,Very High,5.2
20,Female,Other,Undergraduate,YouTube,Education,6.0,178,1.1,1.2,5.1,Very High,4.1
21,Male,Canada,Undergraduate,YouTube,Education,3.4,151,4.5,2.0,6.3,Medium,6.0
20,Female,Peru,Undergraduate,TikTok,Entertainment,5.5,192,3.7,2.0,5.3,High,4.9
24,Female,Other,Graduate,TikTok,Entertainment,3.8,151,4.6,2.0,8.7,Medium,8.9
21,Male,Other,Undergraduate,Facebook,Networking,6.2,176,2.2,1.7,4.7,Very High,5.0
22,Male,India,Undergraduate,WhatsApp,Networking,6.7,193,3.5,1.3,5.7,Very High,5.1
23,Female,Other,Graduate,Facebook,Networking,2.1,100,5.9,2.5,8.0,Low,7.2
20,Female,Other,Undergraduate,TikTok,Entertainment,3.3,121,3.6,1.9,8.4,Low,7.4
21,Male,Japan,Undergraduate,Twitter,News,4.3,160,5.0,2.0,7.8,Medium,7.9
20,Male,Cyprus,Undergraduate,Facebook,Networking,4.1,154,3.9,2.1,6.5,Medium,7.0
22,Female,Other,Undergraduate,YouTube,Education,4.4,140,3.9,1.4,6.3,Medium,5.9
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.5,159,2.3,2.8,5.4,High,6.1
21,Male,Other,Undergraduate,LinkedIn,Education,3.2,136,5.0,2.3,8.5,Low,9.0
19,Female,Other,Undergraduate,Facebook,Networking,6.2,207,1.5,0.9,4.6,Very High,4.4
23,Male,Australia,Graduate,YouTube,Education,3.6,128,5.6,2.6,8.5,Medium,7.9
22,Female,Bahrain,Undergraduate,LinkedIn,Education,2.8,112,4.0,2.2,7.2,Medium,7.7
20,Female,Ireland,Undergraduate,Instagram,Entertainment,4.9,164,3.1,1.7,7.0,High,7.3
22,Male,Nepal,Undergraduate,Facebook,Networking,4.3,128,4.1,2.6,7.8,Medium,7.3
23,Female,Iraq,Graduate,LinkedIn,Education,2.5,100,4.6,2.0,7.5,Medium,8.1
22,Male,Other,Undergraduate,Facebook,Networking,7.1,227,1.3,0.4,5.3,Very High,5.2
18,Male,USA,High School,Instagram,Entertainment,7.0,210,0.7,1.4,5.8,High,4.2
24,Female,Other,Graduate,Facebook,Networking,3.2,135,4.4,1.4,7.1,Medium,7.3
22,Female,Other,Undergraduate,TikTok,Entertainment,5.9,183,1.5,1.9,5.6,High,4.1
24,Female,Other,Graduate,Twitter,News,2.7,115,5.3,1.9,7.9,Medium,8.2
23,Male,Other,Graduate,LinkedIn,Education,6.2,191,2.0,2.3,5.8,High,4.9
19,Female,USA,Undergraduate,YouTube,Education,5.0,170,3.2,2.4,7.2,High,6.4
19,Male,Japan,Undergraduate,Twitter,News,4.5,153,2.1,1.1,7.4,High,8.1
21,Male,Canada,Undergraduate,Instagram,Entertainment,4.5,175,3.4,3.0,7.4,Medium,6.9
19,Female,France,Undergraduate,Instagram,Entertainment,4.0,154,3.1,3.0,7.6,Medium,7.0
24,Female,Other,Graduate,Twitter,News,2.9,115,5.4,1.7,7.7,Medium,8.0
20,Male,Bangladesh,Undergraduate,Instagram,Entertainment,6.0,194,1.2,1.5,6.0,High,4.9
19,Male,Sri Lanka,Undergraduate,TikTok,Entertainment,5.8,188,2.0,1.7,5.7,High,5.9
23,Male,Turkey,Graduate,Instagram,Entertainment,6.7,213,1.4,0.8,5.8,Very High,5.0
24,Female,Other,Graduate,YouTube,Education,1.9,94,6.4,2.0,9.2,Low,8.3
19,Female,Japan,Undergraduate,LINE,News,2.5,126,4.9,2.3,8.6,Medium,8.1
22,Female,Other,Undergraduate,Snapchat,Entertainment,1.6,94,6.3,3.1,8.4,Low,8.4
23,Male,UK,Graduate,LinkedIn,Education,2.8,126,5.9,2.6,8.9,Low,8.3
19,Male,Other,Undergraduate,LinkedIn,Education,6.5,187,0.8,1.3,5.2,High,6.0
21,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.0,176,3.3,1.5,6.3,High,4.9
20,Female,Germany,Undergraduate,LinkedIn,Education,3.1,124,3.7,2.4,9.0,Low,7.5
19,Male,USA,Undergraduate,TikTok,Entertainment,7.7,220,0.9,0.6,4.8,Very High,4.4
19,Female,Other,Undergraduate,TikTok,Entertainment,7.8,260,1.1,1.6,5.5,Very High,5.6
21,Female,Other,Undergraduate,TikTok,Entertainment,7.4,228,0.9,2.0,5.7,High,5.6
18,Male,Australia,High School,Twitter,News,4.5,143,3.4,1.2,6.2,High,6.5
21,Male,Other,Undergraduate,TikTok,Entertainment,3.6,122,4.5,2.0,7.9,Medium,7.5
20,Female,Australia,Undergraduate,Facebook,Networking,4.3,162,3.8,2.2,7.2,High,6.8
22,Male,Germany,Undergraduate,YouTube,Education,5.3,182,4.2,2.2,5.8,High,5.5
21,Male,India,Undergraduate,WhatsApp,News,7.7,234,1.0,1.0,5.0,Very High,5.4
19,Female,USA,Undergraduate,TikTok,Entertainment,6.9,200,1.2,1.3,5.8,Very High,4.0
19,Female,Australia,Undergraduate,Instagram,Entertainment,6.9,241,1.8,2.0,5.0,Very High,3.9
21,Male,Turkey,Undergraduate,Instagram,Entertainment,3.9,133,4.6,1.6,8.5,Medium,5.7
19,Female,Other,Undergraduate,Instagram,Entertainment,2.9,130,5.4,2.4,7.9,Medium,7.9
18,Male,USA,High School,Instagram,Entertainment,7.3,210,0.9,1.6,6.0,High,4.5
21,Female,USA,Undergraduate,Snapchat,Entertainment,5.8,181,2.7,0.9,5.1,High,6.0
21,Female,Finland,Undergraduate,Instagram,Entertainment,4.8,159,3.1,1.9,7.1,Medium,7.0
19,Female,Other,Undergraduate,LinkedIn,Education,5.0,186,2.3,2.5,6.8,High,6.5
19,Female,Japan,Undergraduate,LINE,News,2.8,112,5.3,2.5,8.5,Medium,8.1
19,Female,Brazil,Undergraduate,WhatsApp,Entertainment,6.3,200,1.6,1.3,6.4,High,5.6
22,Female,Other,Undergraduate,Instagram,Entertainment,8.0,246,1.0,1.0,5.2,Very High,5.3
18,Male,Other,High School,LinkedIn,Education,3.5,125,3.2,2.2,7.0,Medium,7.0
20,Female,Jamaica,Undergraduate,Snapchat,Entertainment,4.8,158,3.5,1.3,5.4,High,5.9
22,Male,Other,Undergraduate,YouTube,Education,8.2,233,1.1,1.0,5.8,Very High,5.3
19,Female,Japan,Undergraduate,LINE,Entertainment,3.8,147,5.1,2.8,8.0,Medium,7.8
19,Female,Pakistan,Undergraduate,Instagram,Entertainment,5.5,180,2.2,1.2,6.3,High,5.0
20,Female,USA,Undergraduate,TikTok,Entertainment,8.5,270,1.1,0.8,4.2,Very High,5.1
21,Male,Mexico,Undergraduate,WhatsApp,Networking,6.9,219,1.5,1.1,5.5,Very High,6.2
20,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.7,157,2.6,1.8,6.6,High,5.3
19,Male,Other,Undergraduate,Snapchat,Entertainment,2.5,97,6.7,2.4,7.9,Low,9.0
18,Female,Germany,High School,YouTube,Education,1.9,96,7.1,1.7,7.9,Low,7.8
19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,209,1.0,1.1,4.7,Very High,4.8
21,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,126,5.4,2.5,7.1,Low,7.6
21,Female,USA,Undergraduate,LinkedIn,Education,5.5,188,2.1,0.2,7.0,High,6.4
19,Female,Sri Lanka,Undergraduate,Facebook,Networking,4.3,173,3.2,2.6,8.3,Medium,7.1
23,Male,Other,Graduate,TikTok,Entertainment,3.4,129,3.3,2.4,8.6,Medium,8.3
22,Male,Other,Undergraduate,LinkedIn,Education,8.0,243,0.3,0.9,4.6,Very High,5.4
20,Female,UK,Undergraduate,TikTok,Entertainment,3.2,133,6.0,3.1,7.4,Low,7.7
21,Male,Other,Undergraduate,YouTube,Education,5.6,200,2.3,0.1,7.3,High,6.1
22,Female,Other,Undergraduate,Facebook,Networking,3.7,138,4.0,1.2,6.3,High,6.4
18,Male,Other,High School,Instagram,Entertainment,6.8,222,1.4,0.6,6.2,Very High,4.9
20,Female,India,Undergraduate,WhatsApp,News,7.3,246,0.7,0.8,5.5,Very High,4.7
22,Male,France,Undergraduate,Facebook,Networking,4.6,165,2.0,1.9,7.4,High,7.0
20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.3,211,1.9,1.2,6.6,Very High,5.7
19,Male,Other,Undergraduate,Twitter,News,7.6,232,1.2,0.2,4.8,Very High,4.8
22,Female,Other,Undergraduate,LinkedIn,Education,5.9,188,2.2,1.4,6.9,High,6.6
21,Female,Other,Undergraduate,YouTube,Education,5.7,177,1.9,2.3,4.6,Very High,4.1
22,Female,Other,Undergraduate,Facebook,Networking,2.5,89,7.0,2.7,9.2,Low,7.4
22,Male,China,Undergraduate,WeChat,News,4.2,148,4.3,1.7,7.9,Medium,6.7
20,Female,USA,Undergraduate,TikTok,Entertainment,7.3,212,1.0,0.9,4.6,Very High,4.5
21,Male,New Zealand,Undergraduate,YouTube,Education,3.5,159,4.0,2.7,6.6,Medium,7.3
20,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.8,128,4.7,1.5,8.0,Low,8.0
19,Female,Switzerland,Undergraduate,Instagram,Entertainment,3.4,129,5.2,2.2,8.4,Medium,8.1
20,Female,Other,Undergraduate,YouTube,Education,6.0,182,1.3,1.1,5.4,High,4.6
23,Female,Other,Graduate,TikTok,Entertainment,2.1,90,4.7,2.5,8.3,Low,8.6
24,Male,USA,Graduate,Twitter,News,5.4,169,3.1,2.0,6.8,Very High,5.6
21,Female,India,Undergraduate,Facebook,Networking,3.9,142,3.8,1.7,7.7,Medium,7.0
24,Male,Mexico,Graduate,Facebook,Networking,6.1,194,2.4,0.6,6.4,High,4.8
19,Female,Other,Undergraduate,YouTube,Education,8.3,250,1.2,1.7,5.5,Very High,4.4
20,Female,India,Undergraduate,WhatsApp,News,7.2,246,0.9,0.7,5.2,Very High,5.0
21,Male,UK,Undergraduate,Facebook,Networking,6.4,203,1.6,2.2,6.1,High,4.8
19,Male,France,Undergraduate,Instagram,Entertainment,4.6,176,2.4,0.8,7.5,Medium,7.2
21,Male,China,Undergraduate,WeChat,Education,3.9,138,3.6,2.1,8.0,High,7.2
22,Female,Other,Undergraduate,YouTube,Education,6.0,199,2.4,1.4,5.3,Very High,5.6
19,Male,Bangladesh,Undergraduate,TikTok,Entertainment,4.0,140,4.9,1.6,7.4,Medium,4.9
22,Male,Other,Undergraduate,YouTube,Education,3.9,141,4.2,2.1,7.3,Medium,9.2
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.8,178,3.8,2.9,6.8,High,6.6
19,Male,Other,Undergraduate,LinkedIn,Education,5.8,184,2.8,2.3,6.4,Very High,6.7
19,Female,Nigeria,Undergraduate,Instagram,Entertainment,6.0,204,1.8,2.0,5.1,Very High,5.1
21,Female,Other,Undergraduate,YouTube,Education,5.9,177,2.0,2.2,4.8,Very High,4.1
24,Female,Other,Graduate,Twitter,News,4.4,160,3.5,3.2,6.1,Medium,6.2
20,Female,France,Undergraduate,Instagram,Entertainment,4.6,162,3.8,1.7,8.0,Medium,7.1
18,Female,Other,High School,Twitter,News,5.5,197,1.8,1.2,5.0,High,5.7
18,Female,Mexico,High School,Instagram,Entertainment,6.7,203,2.3,1.6,5.7,Very High,5.0
18,Male,Other,High School,Snapchat,Entertainment,4.8,166,3.5,2.5,5.9,Medium,6.9
22,Female,Other,Undergraduate,Instagram,Entertainment,7.7,246,1.1,0.9,5.4,Very High,5.4
19,Male,Other,Undergraduate,LinkedIn,Education,8.1,252,2.2,-0.2,5.7,Very High,4.1
22,Male,Nepal,Undergraduate,TikTok,Entertainment,4.9,144,4.2,1.1,7.3,Medium,6.7
21,Male,Other,Undergraduate,Facebook,Networking,4.0,134,4.6,2.4,6.6,Medium,6.5
19,Female,Other,Undergraduate,Instagram,Entertainment,2.7,130,5.5,2.0,8.0,Medium,7.6
20,Female,Other,Undergraduate,YouTube,Education,3.2,138,4.1,2.4,7.7,Low,7.1
23,Female,USA,Graduate,YouTube,Education,3.0,103,5.3,2.4,8.0,Medium,7.7
23,Female,Poland,Graduate,Instagram,Entertainment,6.3,188,1.3,0.7,6.6,High,4.9
22,Male,Mexico,Undergraduate,Facebook,Networking,6.3,201,1.0,1.2,6.1,Very High,5.2
21,Female,Other,Undergraduate,Twitter,News,6.4,186,2.3,2.0,4.6,Very High,5.6
21,Female,India,Undergraduate,Facebook,Networking,4.1,142,3.6,2.0,7.7,Medium,6.9
23,Male,USA,Graduate,LinkedIn,Education,2.1,85,5.6,2.1,7.5,Medium,7.0
20,Female,Ireland,Undergraduate,Instagram,Entertainment,5.1,164,2.8,2.1,6.9,High,7.1
20,Female,Pakistan,Undergraduate,Instagram,Entertainment,4.6,152,2.7,2.2,7.0,High,4.8
21,Female,Canada,Undergraduate,YouTube,Education,5.9,211,2.1,1.4,6.4,High,4.9
19,Female,Other,Undergraduate,YouTube,Education,7.3,230,1.0,1.7,5.9,Very High,4.9
20,Female,Other,Undergraduate,Twitter,News,8.3,248,0.8,0.9,5.7,Very High,4.9
22,Male,Other,Undergraduate,LinkedIn,Education,8.1,226,0.8,0.7,4.4,Very High,4.4
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.4,193,3.6,1.9,6.8,Very High,5.1
22,Male,Russia,Undergraduate,VKontakte,Networking,4.7,145,3.6,1.6,6.9,High,7.0
21,Male,USA,Undergraduate,Snapchat,Entertainment,3.9,126,5.2,2.4,7.2,Low,7.8
19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,4.0,149,2.4,1.1,7.0,Medium,5.2
22,Male,Other,Undergraduate,LinkedIn,Education,8.0,232,0.8,1.1,4.3,Very High,5.2
20,Female,Other,Undergraduate,LinkedIn,Education,5.8,185,3.4,1.4,6.3,High,7.1
19,Male,Ireland,Undergraduate,Instagram,Entertainment,5.7,195,1.8,0.7,6.8,High,5.9
19,Female,Japan,Undergraduate,LINE,Entertainment,3.0,134,4.1,2.1,8.4,Low,7.9
22,Male,Bangladesh,Undergraduate,Facebook,Networking,5.2,190,3.4,1.3,6.6,High,5.0
23,Male,Australia,Graduate,YouTube,Education,3.9,111,4.3,3.1,9.0,Medium,7.8
19,Female,France,Undergraduate,Instagram,Entertainment,4.0,154,3.2,2.8,8.1,Medium,6.8
18,Female,USA,High School,YouTube,Education,7.3,216,1.1,0.3,5.4,Very High,6.2
19,Female,Norway,Undergraduate,Instagram,Entertainment,4.9,163,3.2,1.4,5.6,High,4.7
18,Male,Australia,High School,TikTok,Entertainment,7.7,226,0.9,0.5,4.7,Very High,5.8
22,Male,Poland,Undergraduate,Facebook,Networking,4.1,145,3.7,2.8,7.9,High,6.7
23,Female,India,Graduate,Instagram,Entertainment,6.0,206,2.4,1.6,4.7,Very High,5.5
19,Female,Other,Undergraduate,Twitter,News,5.1,182,3.2,2.0,7.6,High,6.3
18,Female,Other,High School,Snapchat,Entertainment,3.5,140,5.7,1.7,7.8,Medium,7.4
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.1,135,3.5,2.4,7.6,Medium,6.9
21,Male,Other,Undergraduate,TikTok,Entertainment,2.3,115,3.9,1.8,7.3,Low,8.8
21,Female,India,Undergraduate,Instagram,Entertainment,5.2,171,2.3,2.1,5.5,High,5.9
24,Male,Other,Graduate,LinkedIn,Education,2.5,91,4.2,1.6,7.9,Low,8.8
22,Male,China,Undergraduate,WeChat,Networking,6.0,179,2.1,2.0,6.2,Very High,6.1
20,Male,India,Undergraduate,TikTok,Entertainment,8.4,255,0.9,0.9,6.0,Very High,5.9
21,Male,Other,Undergraduate,Twitter,News,5.1,189,2.4,1.9,7.2,Medium,5.9
24,Male,Turkey,Graduate,TikTok,Entertainment,6.7,218,1.2,1.5,6.4,Very High,5.3
23,Male,Other,Graduate,TikTok,Entertainment,6.3,213,1.0,0.6,5.7,Very High,4.6
19,Female,Ireland,Undergraduate,Instagram,Entertainment,5.6,208,2.0,2.6,6.3,High,5.9
18,Male,Other,High School,LinkedIn,Education,7.2,242,1.2,0.2,5.0,Very High,4.1
20,Female,Spain,Undergraduate,TikTok,Entertainment,5.2,185,1.9,2.4,6.2,Very High,6.0
20,Female,Morocco,Undergraduate,TikTok,Entertainment,4.1,140,4.1,2.3,5.9,High,6.1
18,Male,Other,High School,Twitter,News,5.7,199,2.0,2.2,6.9,High,6.0
23,Male,Canada,Graduate,Twitter,News,2.8,113,5.2,2.1,7.7,Medium,8.3
19,Female,Singapore,Undergraduate,TikTok,Entertainment,5.3,196,3.1,2.4,6.6,High,5.9
20,Female,Australia,Undergraduate,LinkedIn,Education,5.7,175,2.9,1.0,5.0,High,5.9
24,Male,Other,Graduate,LinkedIn,Education,1.8,103,5.6,2.7,8.4,Low,7.6
22,Male,Other,Undergraduate,YouTube,Education,6.3,192,1.9,1.8,6.7,High,6.5
20,Female,India,Undergraduate,TikTok,Entertainment,5.2,158,3.3,2.0,6.3,Very High,6.9
21,Male,Other,Undergraduate,YouTube,Education,6.3,184,2.4,2.0,5.7,Very High,4.5
24,Male,India,Graduate,LinkedIn,Education,8.0,236,1.1,0.3,5.0,Very High,5.0
19,Male,Other,Undergraduate,TikTok,Entertainment,6.8,213,0.7,2.2,4.9,Very High,5.7
22,Male,Afghanistan,Undergraduate,LinkedIn,Education,3.1,132,4.2,3.6,7.3,Medium,7.3
18,Male,Other,High School,Instagram,Entertainment,6.8,220,2.4,1.2,4.7,Very High,5.7
21,Female,Turkey,Undergraduate,TikTok,Entertainment,6.7,234,1.2,1.6,6.0,Very High,5.1
20,Female,Finland,Undergraduate,TikTok,Entertainment,5.4,194,2.2,1.9,5.4,High,5.0
18,Male,Other,High School,Snapchat,Entertainment,6.6,208,1.0,1.7,5.4,Very High,4.4
23,Male,Australia,Graduate,YouTube,Education,3.4,149,5.9,2.4,8.9,Medium,7.9
22,Male,Germany,Undergraduate,YouTube,Education,5.6,182,3.9,2.1,5.4,High,5.6
22,Male,Nepal,Undergraduate,TikTok,Entertainment,5.1,144,4.0,1.4,7.3,Medium,7.0
22,Male,Other,Undergraduate,Instagram,Entertainment,1.7,101,6.5,2.2,7.1,Medium,8.2
23,Female,Other,Graduate,LinkedIn,Education,1.7,107,8.3,2.5,7.9,Low,7.5
24,Male,Other,Graduate,LinkedIn,Education,5.6,190,2.3,1.3,7.1,Medium,6.1
19,Female,France,Undergraduate,Instagram,Entertainment,4.1,154,3.0,2.9,8.1,Medium,7.0
22,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.3,146,4.9,2.4,7.2,High,5.2
19,Female,Japan,Undergraduate,LINE,News,2.7,112,5.2,2.4,8.5,Medium,7.7
23,Male,India,Graduate,YouTube,Education,3.0,101,5.2,3.1,7.6,Medium,7.9
22,Female,Malta,Undergraduate,LinkedIn,Education,2.8,131,5.6,2.8,7.5,Medium,8.7
19,Male,Australia,Undergraduate,Instagram,Entertainment,4.5,142,2.7,1.6,6.7,Medium,6.4
21,Male,Italy,Undergraduate,Instagram,Entertainment,5.5,173,1.5,2.1,6.8,High,5.1
20,Female,USA,Undergraduate,TikTok,Entertainment,7.9,222,1.1,0.8,4.3,Very High,5.2
23,Male,Canada,Graduate,Twitter,News,2.7,109,5.6,2.4,7.3,Medium,8.1
20,Female,Ireland,Undergraduate,TikTok,Entertainment,4.1,162,3.7,2.2,7.6,Medium,7.0
20,Female,India,Undergraduate,LinkedIn,Education,5.4,171,2.7,1.2,6.4,High,6.0
20,Female,India,Undergraduate,Snapchat,Entertainment,6.4,203,1.1,1.0,5.4,High,4.3
23,Female,Switzerland,Graduate,Instagram,Entertainment,4.6,157,2.3,1.7,7.6,Medium,6.8
20,Female,Netherlands,Undergraduate,Instagram,Entertainment,3.3,120,5.5,3.4,8.8,Low,8.0
20,Female,Turkey,Undergraduate,Instagram,Entertainment,6.6,216,3.2,0.8,6.3,Very High,5.2
20,Female,USA,Undergraduate,TikTok,Entertainment,7.3,201,1.5,1.3,5.6,Very High,5.1
19,Female,USA,Undergraduate,YouTube,Education,5.2,170,3.2,2.6,7.2,High,6.7
22,Male,Canada,Undergraduate,TikTok,Entertainment,3.9,117,5.2,1.9,9.1,Low,5.8
19,Female,USA,Undergraduate,YouTube,Education,5.2,167,3.3,2.2,7.0,High,6.8
24,Female,Other,Graduate,LinkedIn,Education,4.7,147,5.1,2.3,6.7,High,6.4
20,Female,Other,Undergraduate,LinkedIn,Education,7.2,232,2.0,1.6,5.8,Very High,4.0
20,Female,USA,Undergraduate,TikTok,Entertainment,6.0,169,1.3,1.6,7.1,High,6.2
24,Male,Italy,Graduate,Facebook,Networking,4.8,148,4.1,1.8,7.3,Medium,6.7
18,Female,USA,High School,Facebook,Networking,3.3,128,6.0,2.9,7.9,Medium,8.7
20,Female,UK,Undergraduate,YouTube,Education,3.4,130,3.4,3.2,8.7,Medium,8.2
21,Male,Italy,Undergraduate,TikTok,Entertainment,5.1,155,2.6,1.4,7.0,High,5.0
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.0,157,4.0,1.4,7.6,Medium,6.9
22,Male,Maldives,Undergraduate,TikTok,Entertainment,4.9,159,3.0,1.5,6.0,High,5.9
22,Male,Other,Undergraduate,TikTok,Entertainment,1.4,70,7.8,3.1,7.6,Low,7.6
22,Male,Other,Undergraduate,TikTok,Entertainment,3.7,117,5.0,1.5,8.0,Medium,7.7
21,Male,Pakistan,Undergraduate,Instagram,Entertainment,4.4,151,4.6,1.7,7.4,Medium,4.8
22,Female,USA,Undergraduate,Facebook,Networking,4.0,127,5.4,2.2,7.1,High,6.7
22,Male,Other,Undergraduate,Facebook,Networking,6.4,190,3.8,2.3,6.0,Very High,5.5
21,Male,Canada,Undergraduate,Instagram,Entertainment,5.0,178,3.7,2.0,7.3,High,6.2
23,Female,Other,Graduate,Instagram,Entertainment,4.4,146,2.6,1.4,6.3,High,6.3
22,Female,Other,Undergraduate,TikTok,Entertainment,3.9,149,3.6,1.2,7.3,Medium,6.9
22,Female,Other,Undergraduate,LinkedIn,Education,3.6,137,4.5,1.4,6.1,High,6.9
21,Male,Australia,Undergraduate,Instagram,Entertainment,4.7,142,2.4,1.3,7.3,High,6.4
23,Female,Other,Graduate,Instagram,Entertainment,5.9,202,3.6,1.7,6.5,High,6.0
18,Male,Latvia,High School,Snapchat,Entertainment,5.2,177,3.7,1.5,5.4,Very High,4.8
19,Male,USA,Undergraduate,LinkedIn,Education,6.0,187,1.5,1.2,5.2,Very High,5.1
22,Female,Other,Undergraduate,LinkedIn,Education,6.8,224,2.9,0.6,5.9,Very High,4.2
21,Male,India,Undergraduate,WhatsApp,Education,5.6,188,2.6,1.3,6.4,Very High,5.0
19,Female,India,Undergraduate,Snapchat,Entertainment,8.7,257,1.3,1.5,6.0,Very High,5.0
22,Male,Denmark,Undergraduate,Facebook,Networking,2.6,114,7.3,2.6,9.4,Low,8.0
19,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,255,0.7,0.4,4.7,Very High,5.3
22,Male,Other,Undergraduate,TikTok,Entertainment,5.8,203,1.1,1.2,5.4,Very High,5.8
19,Female,India,Undergraduate,WhatsApp,Education,7.2,207,0.7,1.8,5.7,Very High,4.6
20,Female,UAE,Undergraduate,Instagram,Entertainment,7.2,223,0.7,1.6,6.0,High,5.0
20,Male,Australia,Undergraduate,Twitter,News,7.2,244,1.3,1.4,5.5,Very High,5.7
22,Female,India,Undergraduate,YouTube,Education,2.9,113,4.4,2.5,9.1,Medium,7.1
20,Male,Other,Undergraduate,YouTube,Education,7.1,202,1.6,2.7,6.2,Very High,5.0
19,Female,Qatar,Undergraduate,TikTok,Entertainment,4.7,177,4.7,1.8,5.6,High,6.1
20,Male,USA,Undergraduate,Twitter,News,5.1,174,2.2,2.2,6.8,High,6.0
19,Female,Qatar,Undergraduate,TikTok,Entertainment,5.0,150,0.8,0.9,5.4,High,6.2
20,Male,Other,Undergraduate,TikTok,Entertainment,3.3,123,5.0,2.4,7.5,High,7.7
23,Female,India,Graduate,YouTube,Education,7.7,215,1.0,0.7,4.5,Very High,4.8
20,Female,Brazil,Undergraduate,Instagram,Entertainment,6.0,211,2.2,1.1,6.3,Very High,6.1
23,Male,Other,Graduate,LinkedIn,Education,7.9,250,1.0,0.4,4.9,Very High,6.0
19,Female,Other,Undergraduate,LinkedIn,Education,5.9,196,2.9,1.0,5.9,Very High,5.7
19,Female,Other,Undergraduate,LinkedIn,Education,4.3,157,5.1,1.6,6.5,Medium,6.6
24,Male,Sweden,Graduate,LinkedIn,Education,2.0,111,6.5,2.8,7.9,Low,8.0
21,Male,Australia,Undergraduate,TikTok,Entertainment,7.5,231,0.7,1.1,4.7,Very High,5.6
22,Female,Canada,Undergraduate,Instagram,Entertainment,6.6,216,1.8,1.0,5.5,Very High,4.0
22,Male,USA,Undergraduate,LinkedIn,Education,5.8,204,3.4,0.5,6.9,Medium,6.4
21,Female,Kazakhstan,Undergraduate,Snapchat,Entertainment,4.5,156,3.4,1.9,5.4,High,6.3
18,Male,Latvia,High School,Snapchat,Entertainment,5.4,177,3.6,1.3,5.7,Very High,4.8
22,Male,USA,Undergraduate,Twitter,News,4.2,151,3.0,2.1,7.4,Medium,8.4
23,Female,Poland,Graduate,Instagram,Entertainment,6.2,188,1.0,0.5,6.4,High,5.2
24,Male,Turkey,Graduate,TikTok,Entertainment,7.1,218,1.1,1.8,6.3,Very High,5.2
23,Female,Other,Graduate,Instagram,Entertainment,3.7,159,2.9,1.5,7.3,Medium,8.2
19,Male,Other,Undergraduate,Instagram,Entertainment,3.2,121,3.4,1.6,8.8,Low,8.6
20,Female,France,Undergraduate,Instagram,Entertainment,4.3,168,3.3,2.3,7.6,High,7.1
23,Female,Canada,Graduate,TikTok,Entertainment,4.9,167,2.8,1.7,7.4,High,6.9
23,Male,USA,Graduate,YouTube,Education,4.9,176,3.1,1.7,7.2,High,6.6
21,Male,Mexico,Undergraduate,WhatsApp,News,6.8,224,1.3,0.8,5.4,Very High,5.9
22,Female,Other,Undergraduate,LinkedIn,Education,3.7,137,5.0,2.0,6.0,High,6.7
20,Female,Peru,Undergraduate,TikTok,Entertainment,5.3,192,3.6,1.7,5.4,High,5.2
21,Male,Canada,Undergraduate,Instagram,Entertainment,3.9,152,3.9,2.5,8.7,Medium,5.9
18,Female,Other,High School,YouTube,Education,7.6,244,1.0,1.3,5.7,Very High,4.6
22,Female,Russia,Undergraduate,Instagram,Entertainment,6.8,195,0.9,1.5,6.1,High,4.3
20,Male,Other,Undergraduate,TikTok,Entertainment,4.0,133,4.5,1.5,7.2,Medium,7.2
24,Male,Germany,Graduate,LinkedIn,Education,7.1,221,0.9,1.8,5.7,Very High,4.5
19,Female,Ireland,Undergraduate,Instagram,Entertainment,4.6,156,4.6,2.3,6.9,Medium,7.1
22,Male,Canada,Undergraduate,TikTok,Entertainment,4.5,150,2.1,1.7,7.4,High,5.8
19,Male,Other,Undergraduate,TikTok,Entertainment,7.1,208,1.4,1.2,5.0,Very High,5.6
19,Female,Other,Undergraduate,Twitter,News,5.6,191,3.7,1.2,5.4,Very High,5.1
